location,lon,lat,dynasty,year,author,title,lines,source_file
汴京,114.35,34.8,宋,1059,王安石,明妃曲,我本漢家子，早入深宮裏。 | 遠嫁單于國，憔悴無復理。 | 穹廬爲室旃爲牆，胡塵暗天道路長。 | 去住彼此無消息，明明漢月空相識。 | 死生難有却回身，不忍回看舊寫真。 | 玉顔不是黄金少，愛把丹青錯畫人。 | 朝爲漢宮妃，暮作胡地妾。 | 獨留青塚向黄昏，顔色如花命如葉。,poet.song.33000.json
汴京,114.35,34.8,宋,1068,王安石,元日,爆竹聲中一歲除，東風送暖入屠蘇。 | 千門萬戶曈曈日，爭插新桃換舊符。,poet.song.32000.json
汴京,114.35,34.8,宋,1080,晏几道,临江仙,梦后楼台高锁，酒醒帘幕低垂。 | 去年春恨却来时。 | 落花人独立，微雨燕双飞。 | 记得小苹初见，两重心字罗衣。 | 琵琶弦上说相思。 | 当时明月在，曾照彩云归。,ci.song.1000.json
汴京,114.35,34.8,宋,1085,晏几道,临江仙,斗草阶前初见，穿针楼上曾逢。 | 罗裙香露玉钗风。 | 靓妆眉沁绿，羞脸粉生红。 | 流水便随春远，行云终与谁同。 | 酒醒长恨锦屏空。 | 相寻梦里路，飞雨落花中。,ci.song.1000.json
汴京,114.35,34.8,宋,1088,晏几道,鹧鸪天,醉拍春衫惜旧香。 | 天将离恨恼疏狂。 | 年年陌上生秋草，日日楼中到夕阳。 | 云渺渺，水茫茫。 | 征人归路许多长。 | 相思本是无凭语，莫向花笺费泪行。,ci.song.1000.json
汴京,114.35,34.8,宋,1090,周邦彦,少年游,朝云漠漠散轻丝。 | 楼阁淡春姿。 | 柳泣花啼，九街泥重，门外燕飞迟。 | 而今丽日明金屋，春色在桃枝。 | 不似当时，小桥冲雨，幽恨两人知。,ci.song.4000.json
汴京,114.35,34.8,宋,1099,李清照,如梦令,常记溪亭日暮。 | 沈醉不知归路。 | 兴尽晚回舟，误入藕花深处。 | 争渡。 | 争渡。 | 惊起一滩鸥鹭。,ci.song.6000.json
汴京,114.35,34.8,宋,1100,李清照,如梦令,昨夜雨疏风骤。 | 浓睡不消残酒。 | 试问卷帘人，却道海棠依旧。 | 知否。 | 知否。 | 应是绿肥红瘦。,ci.song.6000.json
汴京,114.35,34.8,宋,1100,李清照,浣溪沙,小院闲窗春色深。 | 重帘未卷影沈沈。 | 倚楼无语理瑶琴。 | 远岫出山催薄暮，细风吹雨弄轻阴。 | 梨花欲谢恐难禁。,ci.song.6000.json
汴京,114.35,34.8,宋,1103,李清照,醉花阴,薄雾浓云愁永昼。 | 瑞脑消金兽。 | 佳节又重阳，玉枕纱厨，半夜凉初透。 | 东篱把洒黄昏后，有暗香盈袖。 | 莫道不消魂，帘卷西风，人似黄花瘦。,ci.song.6000.json
汴京,114.35,34.8,宋,1108,李清照,凤凰台上忆吹箫,香冷金猊，被翻红浪，起来人未梳头。 | 任宝奁闲掩，日上帘钩。 | 生怕闲愁暗恨，多少事、欲说还休。 | 今年瘦，非干病酒，不是悲秋。 | 明朝，这回去也，千万遍阳关，也即难留。 | 念武陵春晚，云锁重楼。 | 记取楼前绿水，应念我、终日凝眸。 | 凝眸处，从今更数，几段新愁。,ci.song.6000.json
汴京,114.35,34.8,宋,1108,李清照,蝶恋花,泪湿罗衣脂粉满。 | 四叠阳关，唱到千千遍。 | 人道山长山又断。 | 萧萧微雨闻孤馆。 | 惜别伤离方寸乱。 | 忘了临行，酒盏深和浅。 | 好把音书凭过雁。 | 东来不似蓬莱远。,ci.song.6000.json
汴京,114.35,34.8,宋,1138,岳飞,小重山,昨夜寒蛩不住鸣。 | 惊回千里梦，已三更。 | 起来独自绕阶行。 | 人悄悄，帘外月胧明。 | 白首为功名。 | 旧山松竹老，阻归程。 | 欲将心事付瑶琴。 | 知音少，弦断有谁听。,ci.song.7000.json
泰山,117.13,36.25,唐,736,杜甫,望嶽,岱宗夫如何，齊魯青未了。 | 造化鍾神秀，陰陽割昏曉。 | 盪胷生曾雲，決眥入歸鳥。 | 會當凌絕頂，一覽衆山小。,poet.tang.10000.json
泰山,117.13,36.25,唐,736,杜甫,望嶽,南嶽配朱鳥，秩禮自百王。 | 歘吸領地靈，鴻洞半炎方。 | 邦家用祀典，在德非馨香。 | 巡守何寂寥，有虞今則亡。 | 洎吾隘世網，行邁越瀟湘。 | 渴日絕壁出，漾舟清光旁。 | 祝融五峰尊，峰峰次低昴。 | 紫蓋獨不朝，爭長嶫相望。 | 恭聞魏夫人，羣仙夾翱翔。 | 有時五峰氣，散風如飛霜。 | 牽迫限修途，未暇杖崇岡。 | 歸來覬命駕，沐浴休玉堂。 | 三歎問府主，曷以贊我皇。 | 牲璧忍衰俗，神其思降祥。,poet.tang.10000.json
泰山,117.13,36.25,唐,736,杜甫,望岳,西岳崚嶒竦處尊，諸峰羅立如兒孫。 | 安得仙人九節杖，拄到玉女洗頭盆。 | 車箱入谷無歸路，箭栝通天有一門。 | 稍待西風涼冷後，高尋白帝問真源。,poet.tang.11000.json
洛阳,112.45,34.62,唐,722,王維,歸嵩山作,清川帶長薄，車馬去閑閑。 | 流水如有意，暮禽相與還。 | 荒城臨古渡，落日滿秋山。 | 迢遞嵩高下，歸來且閉關。,poet.tang.6000.json
洛阳,112.45,34.62,唐,725,王維,洛陽女兒行,洛陽女兒對門居，纔可容顏十五餘。 | 良人玉勒乘驄馬，侍女金盤鱠鯉魚。 | 畫閣朱樓盡相望，紅桃綠柳垂簷向。 | 羅幃送上七香車，寶扇迎歸九華帳。 | 狂夫富貴在青春，意氣驕奢劇季倫。 | 自憐碧玉親教舞，不惜珊瑚持與人。 | 春窗曙滅九微火，九微片片飛花璅。 | 戲罷曾無理曲時，妝成秪是薰香坐。 | 城中相識盡繁華，日夜經過趙李家。 | 誰憐越女顏如玉，貧賤江頭自浣紗。,poet.tang.5000.json
洛阳,112.45,34.62,唐,734,李白,春夜洛城聞笛,誰家玉笛暗飛聲，散入春風滿洛城。 | 此夜曲中聞折柳，何人不起故園情。,poet.tang.8000.json
洛阳,112.45,34.62,唐,800,孟郊,雜曲歌辭 遊子吟,慈母手中線，遊子身上衣。 | 臨行密密縫，意恐遲遲歸。 | 誰言寸草心，報得三春暉。,poet.tang.1000.json
洛阳,112.45,34.62,唐,800,孟郊,遊子吟,慈母手中線，遊子身上衣。 | 臨行密密縫，意恐遲遲歸。 | 誰言寸草心，報得三春暉。,poet.tang.19000.json
洛阳,112.45,34.62,唐,801,韓愈,山石,山石犖確行徑微，黃昏到寺蝙蝠飛。 | 升堂坐階新雨足，芭蕉葉大支子肥。 | 僧言古壁佛畫好，以火來照所見稀。 | 鋪牀拂席置羹飯，疎糲亦足飽我飢。 | 夜深靜臥百蟲絕，清月出嶺光入扉。 | 天明獨去無道路，出入高下窮煙霏。 | 山紅澗碧紛爛漫，時見松櫪皆十圍。 | 當流赤足蹋澗石，水聲激激風吹衣。 | 人生如此自可樂，豈必局束爲人鞿。 | 嗟哉吾黨二三子，安得至老不更歸。,poet.tang.17000.json
洛阳,112.45,34.62,唐,808,張籍,秋思,洛陽城裏見秋風，欲作歸書意萬重。 | 忽恐匆匆說不盡，行人臨發又開封。,poet.tang.20000.json
洛阳,112.45,34.62,唐,812,韓愈,石鼓歌,張生手持石鼓文，勸我試作石鼓歌。 | 少陵無人謫仙死，才薄將奈石鼓何。 | 周綱陵遲四海沸，宣王憤起揮天戈。 | 大開明堂受朝賀，諸侯劒佩鳴相磨。 | 蒐于岐陽騁雄俊，萬里禽獸皆遮羅。 | 鐫功勒成告萬世，鑿石作鼓隳嵯峨。 | 從臣才藝咸第一，揀選撰刻留山阿。 | 雨淋日炙野火燎，鬼物守護煩撝呵。 | 公從何處得紙本，毫髮盡備無差訛。 | 辭嚴義密讀難曉，字體不類隸與科。 | 年深豈免有缺畫，快劒斫斷生蛟鼉。 | 鸞翔鳳翥衆僊下，珊瑚碧樹交枝柯。 | 金繩鐵索鎖紐壯，古鼎躍水龍騰梭。 | 陋儒編詩不收入，二雅褊迫無委蛇。 | 孔子西行不到秦，掎摭星宿遺羲娥。 | 嗟予好古生苦晚，對此涕淚雙滂沱。 | 憶昔初蒙博士徴，其年始改稱元和。 | 故人從軍在右輔，爲我度量掘臼科。 | 濯冠沐浴告祭酒，如此至寶存豈多。 | 氊包席裹可立致，十鼓祗載數駱駝。 | 薦諸太廟比郜鼎，光價豈止百倍過。 | 聖恩若許留太學，諸生講解得切磋。 | 觀經鴻都尚填咽，坐見舉國來奔波。 | 剜苔剔蘚露節角，安置妥帖平不頗。 | 大廈深簷與蓋覆，經歷久遠期無佗。 | 中朝大官老於事，詎肯感激徒媕婀。 | 牧童敲火牛礪角，誰復著手爲摩挲。 | 日銷月鑠就埋沒，六年西顧空吟哦。 | 羲之俗書趁姿媚，數紙尚可博白鵝。 | 繼周八代爭戰罷，無人收拾理則那。 | 方今太平日無事，柄任儒術崇丘軻。 | 安能以此上論列，願借辨口如懸河。 | 石鼓之歌止於此，嗚呼吾意其蹉跎。,poet.tang.18000.json
洛阳,112.45,34.62,唐,813,韓愈,晚春,誰收春色將歸去，慢綠妖紅半不存。 | 榆莢祗能隨柳絮，等閑撩亂走空園。,poet.tang.18000.json
浔阳,115.97,29.71,唐,816,白居易,夜雪,已訝衾枕冷，復見窗戶明。 | 夜深知雪重，時聞折竹聲。,poet.tang.22000.json
浔阳,115.97,29.71,唐,817,白居易,問劉十九,綠螘新醅酒，紅泥小火壚。 | 晚來天欲雪，能飲一杯無。,poet.tang.22000.json
浔阳,115.97,29.71,唐,822,白居易,暮江吟,一道殘陽鋪水中，半江瑟瑟半江紅。 | 可憐九月初三夜，露似真珠月似弓。,poet.tang.23000.json
渭城,108.72,34.33,唐,728,王維,觀獵,風勁角弓鳴，將軍獵渭城。 | 草枯鷹眼疾，雪盡馬蹄輕。 | 忽過新豐市，還歸細柳營。 | 迴看射鵰處，千里暮雲平。,poet.tang.6000.json
滁州,118.32,32.3,宋,1036,歐陽修,戲答元珍,春風疑不到天涯，二月山城未見花。 | 殘雪壓枝猶有橘，凍雷驚筍欲抽芽。 | 夜聞歸鴈生鄉思，病入新年感物華。 | 曾是洛陽花下客，野芳雖晚不須嗟。,poet.song.17000.json
滁州,118.32,32.3,宋,1046,歐陽修,畫眉鳥,百囀千聲隨意移，山花紅紫樹高低。 | 始知鎖向金籠聽，不及林間自在啼。,poet.song.17000.json
潭州,112.97,28.23,唐,770,杜甫,江南逢李龜年,歧王宅裏尋常見，崔九堂前幾度聞。 | 正是江南好風景，落花時節又逢君。,poet.tang.11000.json
潭州,112.97,28.23,唐,805,韓愈,八月十五夜贈張功曹,纖雲四卷天無河，清風吹空月舒波。 | 沙平水息聲影絕，一桮相屬君當歌。 | 君歌聲酸辭且苦，不能聽終淚如雨。 | 洞庭連天九疑高，蛟龍出沒猩鼯號。 | 十生九死到官所，幽居默默如藏逃。 | 下牀畏蛇食畏藥，海氣濕蟄熏腥臊。 | 昨者州前搥大鼓，嗣皇繼聖登夔臯。 | 赦書一日行萬里，罪從大辟皆除死。 | 遷者追廻流者還，滌瑕蕩垢清朝班。 | 州家申名使家抑，坎軻祗得移荆蠻。 | 判司卑官不堪說，未免捶楚塵埃間。 | 同時輩流多上道，天路幽險難追攀。 | 君歌且休聽我歌，我歌今與君殊科。,poet.tang.17000.json
潭州,112.97,28.23,唐,805,韓愈,謁衡嶽廟遂宿嶽寺題門樓,五嶽祭秩皆三公，四方環鎮嵩當中。 | 火維地荒足妖怪，天假神柄專其雄。 | 噴雲泄霧藏半腹，雖有絕頂誰能窮。 | 我來正逢秋雨節，陰氣晦昧無清風。 | 潛心默禱若有應，豈非正直能感通。 | 須臾靜掃衆峰出，仰見突兀撐青空。 | 紫蓋連延接天柱，石廩騰擲堆祝融。 | 森然魄動下馬拜，松柏一逕趨靈宮。 | 粉牆丹柱動光彩，鬼物圖畫填青紅。 | 升階傴僂薦脯酒，欲以菲薄明其衷。 | 廟令老人識神意，睢盱偵伺能鞠躬。 | 手持桮珓導我擲，云此最吉餘難同。 | 竄逐蠻荒幸不死，衣食纔足甘長終。 | 侯王將相望久絕，神縱欲福難爲功。 | 夜投佛寺上高閣，星月掩暎雲朣朧。 | 猿鳴鐘動不知曙，杲杲寒日生於東。,poet.tang.17000.json
潼关,110.25,34.52,唐,759,杜甫,潼關吏,士卒何草草，築城潼關道。 | 大城鐵不如，小城萬丈餘。 | 借問潼關吏，修關還備胡。 | 要我下馬行，爲我指山隅。 | 連雲列戰格，飛鳥不能踰。 | 胡來但自守，豈復憂西都。 | 丈人視要處，窄狹容單車。 | 艱難奮長戟，萬古用一夫。 | 哀哉桃林戰，百萬化爲魚。 | 請囑防關將，慎勿學哥舒。,poet.tang.10000.json
玉门关,93.86,40.35,唐,724,王昌齡,橫吹曲辭 出塞 一,秦時明月漢時關，萬里長征人未還。 | 但使龍城飛將在，不教胡馬度陰山。,poet.tang.0.json
玉门关,93.86,40.35,唐,724,王昌齡,橫吹曲辭 出塞 二,白花垣上望京師，黃河水流無盡時。 | 窮秋曠野行人絕，馬首東來知是誰。,poet.tang.0.json
玉门关,93.86,40.35,唐,724,王昌齡,出塞二首 一,秦時明月漢時關，萬里長征人未還。 | 但使龍城飛將在，不教胡馬度陰山。,poet.tang.6000.json
玉门关,93.86,40.35,唐,724,王昌齡,出塞二首 二,騮馬新跨白玉鞍，戰罷沙場月色寒。 | 城頭鐵鼓聲猶振，匣裏金刀血未乾。,poet.tang.6000.json
玉门关,93.86,40.35,唐,749,岑參,逢入京使,故園東望路漫漫，雙袖龍鍾淚不乾。 | 馬上相逢無紙筆，憑君傳語報平安。,poet.tang.9000.json
玉门关,93.86,40.35,唐,750,李頎,古從軍行,白日登山望烽火，黃昏飲馬傍交河。 | 行人刁斗風沙暗，公主琵琶幽怨多。 | 野雲萬里無城郭，雨雪紛紛連大漠。 | 胡鴈哀鳴夜夜飛，胡兒眼淚雙雙落。 | 聞道玉門猶被遮，應將性命逐輕車。 | 年年戰骨埋荒外，空見蒲桃入漢家。,poet.tang.6000.json
玉门关,93.86,40.35,唐,754,岑參,輪臺歌奉送封大夫出師西征,輪臺城頭夜吹角，輪臺城北旄頭落。 | 羽書昨夜過渠黎，單于已在金山西。 | 戍樓西望煙塵黑，漢兵屯在輪臺北。 | 上將擁旄西出征，平明吹笛大軍行。 | 四邊伐鼓雪海湧，三軍大呼陰山動。 | 虜塞兵氣連雲屯，戰場白骨纏草根。 | 劒河風急雪片闊，沙口石凍馬蹄脫。 | 亞相勤王甘苦辛，誓將報主靜邊塵。 | 古來青史誰不見，今見功名勝古人。,poet.tang.9000.json
玉门关,93.86,40.35,唐,754,岑參,走馬川行奉送出師西征,君不見走馬川行雪海邊，平沙莽莽黃入天。 | 輪臺九月風夜吼，一川碎石大如斗，隨風滿地石亂走。 | 匈奴草黃馬正肥，金山西見煙塵飛。 | 漢家大將西出師，將軍金甲夜不脫。 | 半夜軍行戈相撥，風頭如刀面如割。 | 馬毛帶雪汗氣蒸，五花連錢旋作冰。 | 幕中草檄硯水凝，虜騎聞之應膽懾。 | 料知短兵不敢接，車師西門佇獻捷。,poet.tang.9000.json
白帝城,109.56,31.04,唐,759,李白,早發白帝城,朝辭白帝彩雲間，千里江陵一日還。 | 兩岸猨聲啼不盡，輕舟已過萬重山。,poet.tang.8000.json
白帝城,109.56,31.04,唐,765,杜甫,旅夜書懷,細草微風岸，危檣獨夜舟。 | 星垂平野闊，月湧大江流。 | 名豈文章著，官因老病休。 | 飄飄何所似，天地一沙鷗。,poet.tang.11000.json
白帝城,109.56,31.04,唐,766,杜甫,古柏行,孔明廟前有老柏，柯如青銅根如石。 | 霜皮溜雨四十圍，黛色參天二千尺。 | 君臣已與時際會，樹木猶爲人愛惜。 | 雲來氣接巫峽長，月出寒通雪山白。 | 憶昨路繞錦亭東，先主武侯同閟宮。 | 崔嵬枝幹郊原古，窈窕丹青戶牖空。 | 落落盤踞雖得地，冥冥孤高多烈風。 | 扶持自是神明力，正直原因造化功。 | 大廈如傾要梁棟，萬牛回首丘山重。 | 不露文章世已驚，未辭剪伐誰能送。 | 苦心豈免容螻蟻，香葉終經宿鸞鳳。 | 志士幽人莫怨嗟，古來材大難爲用。,poet.tang.10000.json
白帝城,109.56,31.04,唐,766,杜甫,閣夜,歲暮陰陽催短景，天涯霜雪霽寒宵。 | 五更鼓角聲悲壯，三峽星河影動搖。 | 野哭幾家聞戰伐，夷歌數處起漁樵。 | 臥龍躍馬終黃土，人事依依漫寂寥。,poet.tang.11000.json
白帝城,109.56,31.04,唐,766,杜甫,八陣圖,功蓋三分國，名高八陣圖。 | 江流石不轉，遺恨失吞吳。,poet.tang.11000.json
白帝城,109.56,31.04,唐,766,杜甫,秋興八首 一,玉露凋傷楓樹林，巫山巫峽氣蕭森。 | 江間波浪兼天湧，塞上風雲接地陰。 | 叢菊兩開他日淚，孤舟一繫故園心。 | 寒衣處處催刀尺，白帝城高急暮砧。,poet.tang.11000.json
白帝城,109.56,31.04,唐,766,杜甫,秋興八首 二,夔府孤城落日斜，每依南斗望京華。 | 聽猨實下三聲淚，奉使虛隨八月查。 | 畫省香爐違伏枕，山樓粉堞隱悲笳。 | 請看石上藤蘿月，已暎洲前蘆荻花。,poet.tang.11000.json
白帝城,109.56,31.04,唐,766,杜甫,秋興八首 三,千家山郭靜朝暉，一日江樓坐翠微。 | 信宿漁人還汎汎，清秋燕子故飛飛。 | 匡衡抗疏功名薄，劉向傳經心事違。 | 同學少年多不賤，五陵衣馬自輕肥。,poet.tang.11000.json
白帝城,109.56,31.04,唐,766,杜甫,秋興八首 四,聞道長安似弈棊，百年世事不勝悲。 | 王侯第宅皆新主，文武衣冠異昔時。 | 直北關山金鼓振，征西車馬羽書遲。 | 魚龍寂寞秋江冷，故國平居有所思。,poet.tang.11000.json
白帝城,109.56,31.04,唐,766,杜甫,秋興八首 五,蓬萊宮闕對南山，承露金莖霄漢間。 | 西望瑤池降王母，東來紫氣滿函關。 | 雲移雉尾開宮扇，日繞龍鱗識聖顏。 | 一臥滄江驚歲晚，幾迴青瑣照朝班。,poet.tang.11000.json
白帝城,109.56,31.04,唐,766,杜甫,秋興八首 六,瞿唐峽口曲江頭，萬里風煙接素秋。 | 花萼夾城通御氣，芙蓉小苑入邊愁。 | 朱簾繡柱圍黃鶴，錦纜牙檣起白鷗。 | 迴首可憐歌舞地，秦中自古帝王州。,poet.tang.11000.json
白帝城,109.56,31.04,唐,766,杜甫,秋興八首 七,昆明池水漢時功，武帝旌旗在眼中。 | 織女機絲虛月夜，石鯨鱗甲動秋風。 | 波漂菰米沈雲黑，露冷蓮房墜粉紅。 | 關塞極天唯鳥道，江湖滿地一漁翁。,poet.tang.11000.json
白帝城,109.56,31.04,唐,766,杜甫,秋興八首 八,昆吾御宿自逶迤，紫閣峰陰入渼陂。 | 香稻啄餘鸚鵡粒，碧梧棲老鳳皇枝。 | 佳人拾翠春相問，仙侶同舟晚更移。 | 綵筆昔遊干氣象，白頭吟望苦低垂。,poet.tang.11000.json
白帝城,109.56,31.04,唐,766,杜甫,詠懷古跡五首 一,支離東北風塵際，漂泊西南天地間。 | 三峽樓臺淹日月，五溪衣服共雲山。 | 羯胡事主終無賴，詞客衰時且未還。 | 庾信平生最蕭瑟，暮年詩賦動江關。,poet.tang.11000.json
白帝城,109.56,31.04,唐,766,杜甫,詠懷古跡五首 二,搖落深知宋玉悲，風流儒雅亦吾師。 | 悵望千秋一灑淚，蕭條異代不同時。 | 江山故宅空文藻，雲雨荒臺豈夢思。 | 最是楚宮俱泯滅，舟人指點到今疑。,poet.tang.11000.json
白帝城,109.56,31.04,唐,766,杜甫,詠懷古跡五首 三,羣山萬壑赴荆門，生長明妃尚有村。 | 一去紫臺連朔漠，獨留青塚向黃昏。 | 畫圖省識春風面，環佩空歸月夜魂。 | 千載琵琶作胡語，分明怨恨曲中論。,poet.tang.11000.json
白帝城,109.56,31.04,唐,766,杜甫,詠懷古跡五首 四,蜀主窺吳幸三峽，崩年亦在永安宮。 | 翠華想像空山裏，玉殿虛無野寺中。 | 古廟杉松巢水鶴，歲時伏臘走村翁。 | 武侯祠屋常鄰近，一體君臣祭祀同。,poet.tang.11000.json
白帝城,109.56,31.04,唐,766,杜甫,詠懷古跡五首 五,諸葛大名垂宇宙，宗臣遺像肅清高。 | 三分割據紆籌策，萬古雲霄一羽毛。 | 伯仲之間見伊呂，指揮若定失蕭曹。 | 福移漢祚難恢復，志決身殲軍務勞。,poet.tang.11000.json
白帝城,109.56,31.04,唐,767,杜甫,登高,風急天高猨嘯哀，渚清沙白鳥飛迴。 | 無邊落木蕭蕭下，不盡長江衮衮來。 | 萬里悲秋常作客，百年多病獨登臺。 | 艱難苦恨繁霜鬢，潦倒新停濁酒桮。,poet.tang.11000.json
福州,119.3,26.08,宋,1080,陳軒,福州,城裏三山占越都，相望樓閣跨蓬壺。 | 有時細雨輕煙罩，便是天然水墨圖。,poet.song.40000.json
秦州,105.72,34.58,唐,759,杜甫,佳人,絕代有佳人，幽居在空谷。 | 自云良家子，零落依草木。 | 關中昔喪敗，兄弟遭殺戮。 | 官高何足論，不得收骨肉。 | 世情惡衰歇，萬事隨轉燭。 | 夫壻輕薄兒，新人已如玉。 | 合昏尚知時，鴛鴦不獨宿。 | 但見新人笑，那聞舊人哭。 | 在山泉水清，出山泉水濁。 | 侍婢賣珠回，牽蘿補茅屋。 | 摘花不插髮，采柏動盈匊。 | 天寒翠袖薄，日暮倚修竹。,poet.tang.10000.json
秦州,105.72,34.58,唐,759,杜甫,夢李白二首 一,死別已吞聲，生別常惻惻。 | 江南瘴癘地，逐客無消息。 | 故人入我夢，明我長相憶。 | 恐非平生魂，路遠不可測。 | 魂來楓葉青，魂返關塞黑。 | 君今在羅網，何以有羽翼。 | 落月滿屋梁，猶疑照顏色。 | 水深波浪闊，無使蛟龍得。,poet.tang.10000.json
秦州,105.72,34.58,唐,759,杜甫,夢李白二首 二,浮雲終日行，遊子久不至。 | 三夜頻夢君，情親見君意。 | 告歸常局促，苦道來不易。 | 江湖多風波，舟楫恐失墜。 | 出門搔白首，若負平生志。 | 冠蓋滿京華，斯人獨顦顇。 | 孰云網恢恢，將老身反累。 | 千秋萬歲名，寂莫身後事。,poet.tang.10000.json
秦州,105.72,34.58,唐,759,杜甫,月夜憶舍弟,戍鼓斷人行，秋邊一雁聲。 | 露從今夜白，月是故鄉明。 | 有弟皆分散，無家問死生。 | 寄書長不避，況乃未休兵。,poet.tang.11000.json
秦州,105.72,34.58,唐,759,杜甫,天末憶李白,涼風起天末，君子意如何。 | 鴻雁幾時到，江湖秋水多。 | 文章憎命達，魑魅喜人過。 | 應共冤魂語，投詩贈汩羅。,poet.tang.11000.json
终南山,108.95,33.95,唐,730,李白,下終南山過斛斯山人宿置酒,暮從碧山下，山月隨人歸。 | 却顧所來徑，蒼蒼橫翠微。 | 相攜及田家，童稚開荆扉。 | 綠竹入幽徑，青蘿拂行衣。 | 歡言得所憩，美酒聊共揮。 | 長歌吟松風，曲盡河星稀。 | 我醉君復樂，陶然共忘機。,poet.tang.8000.json
终南山,108.95,33.95,唐,741,王維,終南山,太乙近天都，連山接海隅。 | 白雲迴望合，青靄入看無。 | 分野中峰變，陰晴衆壑殊。 | 欲投人處宿，隔水問樵夫。,poet.tang.6000.json
终南山,108.95,33.95,唐,748,王維,輞川集 鹿柴,空山不見人，但聞人語響。 | 返景入深林，復照青苔上。,poet.tang.6000.json
终南山,108.95,33.95,唐,748,王維,輞川集 竹里館,獨坐幽篁裏，彈琴復長嘯。 | 深林人不知，明月來相照。,poet.tang.6000.json
终南山,108.95,33.95,唐,758,王維,終南別業,中歲頗好道，晚家南山陲。 | 興來每獨往，勝事空自知。 | 行到水窮處，坐看雲起時。 | 偶然值林叟，談笑無還期。,poet.tang.6000.json
苏州,120.62,31.3,唐,726,李白,蘇臺覽古,舊苑荒臺楊柳新，菱歌清唱不勝春。 | 只今惟有西江月，曾照吳王宮裏人。,poet.tang.8000.json
苏州,120.62,31.3,唐,740,常建,題破山寺後禪院,清晨入古寺，初日照高林。 | 竹逕通幽處，禪房花木深。 | 山光悅鳥性，潭影空人心。 | 萬籟此都寂，但餘鐘磬音。,poet.tang.6000.json
苏州,120.62,31.3,唐,756,張繼,楓橋夜泊,月落烏啼霜滿天，江楓漁父對愁眠。 | 姑蘇城外寒山寺，夜半鐘聲到客船。,poet.tang.12000.json
苏州,120.62,31.3,唐,838,白居易,雜曲歌辭 憶江南 一,江南好，風景舊曾諳。,poet.tang.2000.json
苏州,120.62,31.3,唐,838,白居易,雜曲歌辭 憶江南 二,江南憶，最憶是杭州。,poet.tang.2000.json
苏州,120.62,31.3,唐,838,白居易,雜曲歌辭 憶江南 三,江南憶，其次憶吳宮。 | 吳酒一杯春竹葉，吳娃雙舞醉芙蓉，早晚復相逢。,poet.tang.2000.json
苏州,120.62,31.3,唐,838,白居易,憶江南 一,江南好，風景舊曾諳。 | 日出江花紅勝火，春來江水綠如藍，能不憶江南。,poet.tang.49000.json
苏州,120.62,31.3,唐,838,白居易,憶江南 二,江南憶，最憶是杭州。 | 山寺月中尋桂子，郡亭枕上看潮頭，何日更重遊。,poet.tang.49000.json
苏州,120.62,31.3,唐,838,白居易,憶江南 三,江南憶，其次憶吳宮。 | 吳酒一杯春竹葉，吳娃雙舞醉芙蓉，早晚得相逢。,poet.tang.49000.json
苏州,120.62,31.3,宋,1170,范成大,橫塘,南浦春來綠一川，石橋朱塔兩依然。 | 年年送客橫塘路，細雨垂楊繫畫船。,poet.song.136000.json
荆州,112.24,30.33,唐,725,李白,荆州歌,白帝城邊足風波，瞿塘五月誰敢過。 | 荆州麥熟繭成蛾，繅絲憶君頭緒多，撥穀飛鳴奈妾何。,poet.tang.8000.json
荆门,112.2,31.04,唐,725,李白,渡荆門送別,渡遠荆門外，來從楚國遊。 | 山隨平野盡，江入大荒流。 | 月下飛天鏡，雲生結海樓。 | 仍連故鄉水，萬里送行舟。,poet.tang.8000.json
蓝关,109.32,34.15,唐,815,白居易,藍橋驛見元九詩,藍橋春雪君歸日，秦嶺秋風我去時。 | 每到驛亭先下馬，循牆繞柱覓君詩。,poet.tang.22000.json
襄阳,112.14,32.04,唐,725,孟浩然,過故人莊,故人具雞黍，邀我至田家。 | 綠樹村邊合，青山郭外斜。 | 開筵面場圃，把酒話桑麻。 | 待到重陽日，還來就菊花。,poet.tang.7000.json
襄阳,112.14,32.04,唐,725,孟浩然,春曉,春眠不覺曉，處處聞啼鳥。 | 夜來風雨聲，花落知多少。,poet.tang.7000.json
襄阳,112.14,32.04,唐,727,孟浩然,秋登蘭山寄張五,北山白雲裏，隱者自怡悅。 | 相望試登高，心飛逐鳥滅。 | 愁因薄暮起，興是清秋發。 | 時見歸村人，沙行渡頭歇。 | 天邊樹若薺，江畔舟如月。 | 何當載酒來，共醉重陽節。,poet.tang.7000.json
襄阳,112.14,32.04,唐,728,孟浩然,歲暮歸南山,北闕休上書，南山歸敝廬。 | 不才明主棄，多病故人疎。 | 白髮催年老，青陽逼歲除。 | 永懷愁不寐，松月夜窗虛。,poet.tang.7000.json
襄阳,112.14,32.04,唐,730,李白,贈孟浩然,吾愛孟夫子，風流天下聞。 | 紅顏棄軒冕，白首臥松雲。 | 醉月頻中聖，迷花不事君。 | 高山安可仰，徒此揖清芬。,poet.tang.8000.json
襄阳,112.14,32.04,唐,740,王維,漢江臨汎,楚塞三湘接，荆門九派通。 | 江流天地外，山色有無中。 | 郡邑浮前浦，波瀾動遠空。 | 襄陽好風日，留醉與山翁。,poet.tang.6000.json
